name,max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
forest,7742.96,4852.91,7742.96,411.725,4954.17,322.801,3381.42,6241.29,1100.08,1023.46,6327.85,1050.23,371.819,304.648,2292.14,667.125,2061.44,4416.74,796.818,3907.14,848.068,2374.25,2937.64,600.666,427.575,7238.91,588.037,862.516
forest,7954.33,7464.51,7477.2,6454.57,4874.75,4982.72,6493.96,759.166,6436.67,7014.61,6487.67,1550.55,7954.33,6443.16,2036.37,5746.54,958.755,4101.35,6491.56,4580.84,3404.88,1224.42,3024.57,2526.65,1493.62,6407.49,6375.96,1124.72
forest,7985.7,3617.99,1066.64,528.733,1390.24,618.807,2192.45,440.894,1951.14,2571.95,7985.7,1117.94,513.122,517.149,800.119,462.029,2474.39,1713.31,1556.04,449.194,832.794,6601.07,221.908,504.623,825.925,7526.19,1093.8,3736.05
forest,8006.89,2151.21,7982.56,969.978,4975.39,5449.65,3023.37,5701.35,7826.32,7677.94,7689.12,577.653,439.878,6948.83,8006.89,4792.27,617.822,2762.85,7878.29,879.117,2094.13,904.562,7397.95,866.354,4766.91,7745.55,3343.97,1750.82
forest,8185.11,7686.58,7636.74,8003.45,7987.81,7803.1,8015.93,424.652,8124.14,2222.68,8185.11,3855.06,1203.76,869.36,1323.78,254.7,4264.48,979.817,6569.65,5046.51,7900.64,699.873,355.275,7905.81,649.742,7579.93,6639.33,7090.08
forest,6209.28,5913.93,571.053,4093.39,5435.34,393.989,5714.87,5774.12,4300.99,6209.28,5512.11,5576.21,500.02,3669.45,1030.75,620.206,3330.72,1562.57,1365.76,530.72,636.43,5388.26,1468.15,4348.07,1626.71,5519.57,2083.8,4935.01
forest,7874.58,7141.36,7874.58,7545.13,6734.15,6339.06,2441.73,2011.41,7251.8,7475.78,7575.53,7122.64,5197.75,6386.26,6169.48,6127.95,683.7,1770.59,7862.59,6584.7,1543.92,3283.88,3453.37,6121.71,6870.54,6883.75,7354.98,6951.73
impervious,1167.99,579.058,883.527,302.762,1033.81,534.117,338.432,474.52,576.549,504.119,525.254,138.078,655.907,384.976,886.885,1064.42,643.469,833,373.586,881.505,1167.99,478.276,392.792,302.333,377.217,423.858,1048.5,483.13
forest,7799.45,3394.81,4353.35,1487.87,5758.91,7325.74,7456.97,7122.36,7591.82,7351.41,6882.65,569.756,6081.02,3843.96,5911.88,5844.65,421.578,2689.32,7799.45,6034.73,4330.12,5126.19,2363.87,557.738,5097.44,7383.65,5218.19,613.799
forest,7779.14,7681.8,6133.17,5791.06,7179.5,5066.19,4381.51,6331.37,7272.23,7234.63,5009.62,2419.83,1618.25,5636.97,7206.7,6978.7,582.988,2238.32,7779.14,4280.46,2465.42,358.874,1469.02,1452.29,4825.13,7063.02,5460.52,3786.34
impervious,1727.34,1627.34,1727.34,255.997,505.054,1319.28,1438.61,1642.82,511.465,1134.72,423.114,358.062,465.368,470.659,795.419,1290.58,803.885,457.889,1564.63,1385.74,1252.83,336.936,308.889,393.292,232.04,969.332,460.48,613.977
forest,8415.24,1170.09,7755.64,6955.48,2275.8,7329.22,7474.68,3961.58,6674,7782.02,7925.44,927.206,8278.08,5620.25,8415.24,4173.73,1746.36,2627.57,5762.36,6725.27,3081.58,132.35,3528.64,5342.11,4969.25,7601.13,7112.92,906.499
farm,7247.88,7079.7,5998.39,997.753,5820.96,755.76,6137.67,6066.76,6755.5,4399.67,5625.55,743.255,3581.03,2680.67,1195.73,926.536,1030.46,3903.66,6467.31,6492.45,1742.24,3037.66,1148.24,1597.9,1033.28,3561.77,444.535,7247.88
forest,7557.74,7557.74,6387.23,7005.87,1201.75,6139.83,6278.28,2191.07,7050.63,7295.43,7371.48,7497.44,3971.6,6472.9,2679.68,4900.61,701.231,1486.55,7111.17,4198.54,1786.71,620.311,6053.89,503.156,1407.64,7217.52,7498.42,7477.86
forest,8123.42,3931.7,8123.42,1002.04,7617.15,5721.49,7680.75,5644.67,8053.84,3593.42,5256.01,1407.79,6634.67,6765.83,6162.26,6249.53,528.466,5044.43,8004.35,1301.08,2969.68,656.151,954.331,741.615,923.826,7851.92,3945.98,557.141
forest,8060.57,1778.7,7831.33,356.373,4115.29,7224.43,7352.3,3844.8,5740.06,7822.28,7646.15,334.419,8060.57,5412.48,4757.83,7191.93,641.728,4308.02,7981.84,241.145,2603.78,5291.51,6687.16,6155.83,7221.71,7739.72,7528.57,908.762
farm,7681.8,2215.67,3412.11,2272.28,6342.14,946.097,7681.8,7081.22,4068.32,3162.35,-437.262,500.564,2001.51,710.708,806.273,-113.608,548.66,5244.98,5071.06,2514.17,2503.8,2321.67,1529.65,5345.35,1274.86,7631.81,734.18,2170.44
forest,7729.4,6526.51,7158.43,4979.08,6349.61,2090.2,5990.86,5980.03,3984.84,6925.59,7380.78,1057.14,7729.4,2663.12,7222.17,7114.93,580.377,4686.85,7413.23,1175.53,3675.71,330.349,5233.12,1170.26,931.227,6405.38,1078.27,1115.84
forest,7823.67,7575.81,3052.86,7823.67,5829.65,325.058,7725.6,7560.84,6879.1,5723.22,7313.55,1450.89,671.538,1474.05,919.105,544.217,4325.71,1874.69,2324.58,1458.09,1477.54,1330.2,1536.93,6169.42,970.451,7332.67,1522.17,1415.08
forest,7894.74,7823.36,2442.61,3561.12,7500.65,313.309,2399.39,443.938,7894.74,964.674,493.964,631.76,2158.5,418.161,832.736,294.436,1476.99,1129.74,1307.36,1907.72,7718,671.237,276.453,2664.84,386.171,7206.64,420.082,496.937
forest,8154.6,993.583,825.092,8154.6,564.181,694.092,7970.59,4244.23,626.551,5422.91,8031.35,6398.37,438.78,2467.92,735.848,234.671,4420.08,3005.89,7250.89,751.895,5940.28,2442.62,471.327,964.792,593.019,7587.66,1098.65,2418.26
forest,7483.61,6220.33,3782.98,720.646,6630.46,322.817,3090.94,5409.24,942.203,575.786,7483.61,2137.48,547.334,399.535,2252.56,3808.6,1778.49,5185.4,1151.21,1461.51,1073.01,2505.35,2409.36,719.944,365.248,7223.9,511.065,1379.74
forest,8380.67,5362.32,8028.01,8013.85,7370.17,7326.33,7617.56,1114.19,7653.86,7658.97,7778.99,2766.5,8196.63,1156.57,8380.67,7165.57,602.112,2728.82,7882.02,244.271,3179.41,3702.87,3039.68,7198.89,5441.41,7398.8,7170.06,3998.47
forest,7936.47,7936.47,3703.12,7845.84,2367.15,420.783,380.126,727.153,5690.25,728.959,6957.83,1542.94,984.71,691.811,821.636,445.654,1704.43,1237.95,7902.69,6892.54,7035.96,2125.29,324.494,2477.42,429.49,6397.05,612.497,652.042
forest,8201.22,6304.71,8201.22,7932.72,7299.99,6722.96,7212.99,1629.55,3287.94,7495.29,6080.22,1468.36,8053.31,7194.84,6356.85,2210.91,587.718,3957.18,7977.39,1092.5,3966.68,5123.97,5866.17,867.518,789.325,6854.56,724.624,2786.23
forest,8079.06,7099.19,6900.83,412.38,6853.11,6964.65,4766.21,7302.62,7284.75,7305.45,7659.51,390.043,7790.91,1105.5,8079.06,7270.01,341.8,5003.6,7188.87,4408.16,2715.33,4986.97,5817.79,4352.09,4264.14,4513.84,3042.01,483.601
forest,8168.81,7695.32,669.779,4624.37,8132.17,1002.24,957.812,4162,8168.81,4302.6,3096.09,370.178,5897.59,440.415,1081.82,431.62,1748.73,1233.92,7843.87,2360.99,1319.47,646.774,335.017,392.433,365.68,7535.9,568.283,819.484
forest,7904.71,5029.51,7822.77,2834.02,5957.45,766.108,4837.91,7318.5,7797.39,7686.67,7536.94,911.564,7253.61,1937.41,6395.73,7339.23,445.21,5258.81,7904.71,4866.36,4199.79,704.355,5660.98,1569.55,3064.44,7608.68,5428.29,1030.43
forest,8081.49,5907.25,7005.54,497.642,797.811,1942.97,6260.9,6350.51,7507.42,7612.13,7608.56,668.71,8081.49,1857.79,8078.37,5564.99,421.625,1808.09,7961.07,2412.3,3913.68,4947.39,4421.52,822.76,6886.5,7412.1,5269.77,881.119
forest,8366.19,7980.31,7271.9,8366.19,6125.11,326.119,5961.54,5000.71,6953.67,537.385,489.543,977.884,1309.77,393.662,631.688,1814.3,1099.29,2875.44,1477.41,2541.11,2222.62,4232.84,430.621,2127.06,499.137,6909.02,475.908,747.325
forest,8086.33,7089.92,6736.99,5653.41,5038.45,5585.39,6074.03,5810.06,4917.66,7467.5,7829.7,2008.34,8086.33,6840.79,3311.66,2014.06,537.49,5143.28,8077.82,1143.89,2832.61,4341.2,864.723,6361.35,7223.82,7506.41,989.416,936.042
forest,7628.75,7478.28,7327.83,7201.8,7103.06,408.202,2134.24,6975.95,7605.93,3090.32,3534.93,915.28,2090.2,1523.99,412.226,1245.86,1944.05,6070.05,7143.77,5981.49,2227.51,3961.16,945.568,1881.13,517.918,7224.36,814.834,7628.75
forest,8213.2,7464.6,8213.2,8142.17,7723,7633.76,7873.72,3897.47,7742.74,7704.9,7850.46,3232.9,8152.37,4879.14,6254.93,2189.2,486.7,929.485,1963.51,1012.63,3197.82,6086.75,752.273,7595.74,7199.72,7622.29,4671.5,1210.66
forest,8083.87,7132.29,2271.64,8083.87,7994.12,222.52,3231.04,4151.63,7716.29,1052.33,7451.87,1208.7,2687.67,719.978,1409.55,573.134,1979.86,2957.16,1519.49,6347.59,980.386,6922.34,270.905,7049.4,1967.16,6769,828.582,5860.87
forest,7732.2,7478.28,7732.2,7379.32,5897.63,5674.59,5678.19,4401.35,6503.57,6543.9,3814.8,1427.33,7608,6706.87,991.64,7092.23,453.272,4039.04,5560.65,5868.63,3163.29,2751.92,5330.3,884.634,1327.87,5737.85,1826.25,2160.18
forest,8020.34,1205.91,7366.19,323.621,5788.34,6287.45,2884.15,6728.36,7365.44,7446.26,7532.21,225.085,8020.34,7162.45,3932.44,4908.09,674.693,3155.61,3774.05,405.883,2098.23,4716.17,5892.6,6121.6,3603.99,7416.76,7234.36,790.503
farm,7202.58,3159.35,1731.22,1377.2,2489.44,1997.13,5531.56,7094.99,6397.85,7007.87,3106.02,603.954,2611.07,4223.77,680.268,242.815,717.627,4817.78,1774.57,1572.84,1555.67,3344.72,986.234,6399.58,5088.12,7202.58,589.279,794.521
impervious,6823.71,5542.89,6227.82,2795.56,1246.96,5438.91,6689.5,1113.65,6018.31,6341.46,6470.35,3369.44,6823.71,861.314,798.062,6586.23,4545.83,3038.44,6721.38,3607.59,6305.69,4961.26,519.046,1082.14,4682.53,6476.56,1130.67,4552.65
forest,7377.05,930.885,1343.74,606.524,926.073,311.843,7142.61,441.646,6930.89,7114.89,7377.05,3149.41,1001.31,3825.5,811.059,423.486,3345.51,1070.8,4829.87,540.383,4912.27,1988.05,283.208,1307.57,1868.72,6506.77,4332.9,1996.4
grass,5871.37,3766.15,4691.88,3679.92,3878.52,5014.91,5871.37,5766.53,2497.25,5480.94,3106.22,1189.02,4845,2949.07,5733.5,2213.6,1332.94,3879.18,4679.34,3260.75,1195.83,1036.53,1478.17,747.807,772.386,3272.89,3498.13,4899.11
farm,7131.93,6709.13,7131.93,2439.21,1215.61,692.937,5334.89,4446.18,3877.37,1443.84,3520.97,2048.52,5666.84,1603.88,621.364,1917.95,1273.12,6662.85,6788.13,3559.11,4409.45,4501.78,3981.85,626.242,331.03,2829.87,3268.14,670.503
forest,8254.84,7391.97,8231.19,1656.05,1805.87,7717.26,7746.88,5550.66,7706.77,6713.88,5768.42,1875.61,8124.02,5909.09,8254.84,5851.6,539.424,4715.52,6646.75,3712.66,3741.73,2773.04,651.285,1050.2,544.698,7179.94,4456.23,674.575
forest,7231.5,599.831,723.92,3566.62,1460.23,274.926,7231.5,6619.72,4808.43,3378.02,7060.82,869.391,542.459,900.539,742.823,1258.38,3263.81,1194.07,1431.63,1721.31,564.349,6045.65,383.404,910.012,5329.65,6688.15,1582.91,1458.87
forest,7593.88,7467.24,7498.58,7585.48,4590.46,4608.86,7009.86,2139.76,7363.6,7593.88,6049.06,7442.79,4063.81,6690.92,1798.36,4929.79,710.635,1582.78,7149.71,4920.47,1756.37,471.185,5767.55,415.572,1047.12,6668.53,6763.77,6958.19
forest,7755.49,7660.12,6912.76,5335.46,1749.76,977.259,7258.64,2388.48,5171.86,6313.42,7304.71,1469.55,1067.38,524.563,874.845,816.44,2008.74,2051.46,6926.56,617.822,5500.72,6187.53,784.779,6365.69,1591.63,6894.34,1935.22,7755.49
forest,8154.57,6485.27,7446.38,6685.68,6025.85,6376.12,4240.04,458.351,7189.51,7342.73,7288.75,7490.53,7872.34,6140.02,3886.47,6463.67,1721.06,4557.58,8154.57,6277.97,2866.03,1147.71,4338.8,6397.45,6979.64,7198.79,2602.48,4295.54
forest,7895.34,7481.77,1462.16,6624.23,7895.34,543.534,2966.76,4206.57,1790.52,961.161,6094.51,529.82,3180.7,932.321,859.092,493.076,1346.9,2161.51,7848.76,6838.56,566.861,6338.78,411.345,5216.55,414.393,5611.57,837.428,858.899
forest,7769.46,7233.74,7686.26,1117.87,3233.25,3364.4,6491.99,3597.01,6709.31,6615.5,6957.11,1694.43,3980.49,7059.09,6819.33,894.11,459.676,1273.12,7769.46,364.985,2885.35,2330.28,1228.15,1504.08,5040.48,6689.09,5983.76,2226.55
farm,7401.14,5280.09,4447.21,958.976,4001.48,3353.37,2303.44,4248.8,3067.27,2874.59,830.849,1067.07,1906.96,7162.1,7401.14,5112.24,656.378,2966.53,4929.44,6987.77,2226.12,2855.2,2605.91,277.21,1170.55,3988.68,3665.79,461.138
farm,3890.38,3602.32,2871.04,2849.7,3093.53,698.987,3608.47,3047.45,3274.58,2765.42,3113.06,2108.67,3148.29,2982.05,2364.46,3890.38,1206.66,2406.09,3182.47,3007.08,2792.59,2814.45,2024.02,2927.04,1326.48,3097.45,2498.18,789.764
farm,7740.69,3018.1,2618.49,2499.53,3032.31,613.191,7120.72,7345.36,7740.69,4118.21,4281.52,1999.72,2986.31,5708.3,3798.47,7193.64,1208.46,2115.23,6257.9,5156.72,6660.61,4230.49,1661.98,1675.8,2132.36,3841.62,2261.57,735.586
forest,7535.51,2153.81,6190.23,2627.64,4226.61,3646.38,6198.02,5804.21,5711.81,5806.98,6877.39,845.319,6514.79,5082.72,6803.52,5632.46,463.32,4760.36,7535.51,766.551,3140.73,1062.07,4749.26,1618.5,1259.75,6288.3,4862.64,956.164
forest,8465.72,7558.95,5383.06,7588.55,7089.06,6967.54,7274.09,633.164,2259.56,7851.48,4485.07,1702.5,569.644,1424.95,8465.72,2481.9,311.972,3123.14,7902.2,1205.8,4526.7,947.91,4747.68,1589.48,684.47,7432.5,2924.03,469.954
farm,7322.71,2041.19,3292.36,2917.49,6753.02,5303.61,7159.58,5113.83,3109.99,2265.44,1956,603.264,1104.35,1302.47,666.688,450.119,687.516,2186.19,4072.51,3912.7,3552.7,3016.22,2364.65,3146.37,984.156,7322.71,1321.2,3100.27
forest,8129.14,7704.73,1493.09,7025.67,8129.14,297.897,2250.94,2764.62,2122.9,523.187,331.754,519.414,1266.24,568.939,880.074,273.149,1362.21,2965.31,401.116,7158.14,1440.16,7114.66,299.063,6644.07,444.044,6911.31,330.303,633.071
grass,5800.96,5635.09,3857.83,3829.91,3667.6,3751.69,3986.7,3513.7,1026.3,4383.52,5629.33,887.841,5509.14,3790.25,5800.96,2651.27,3020.97,3672.58,1685.95,2840.22,2227.69,2074.42,1740.6,872.602,2674.63,4844.47,2308.98,4800.92
forest,8223.5,5899.7,4683.84,8081.6,7755.16,1036.07,5789.64,1175.6,4017.21,7990.41,6638.54,1646.59,831.679,4322.93,8223.5,2294.28,516.607,3034.64,7999.13,932.61,4794.18,685.727,4334.87,1622.54,1562.91,7960.49,5372.81,446.054
forest,8170.16,7949.18,8074.33,8112.72,7617.25,5146.5,6870.36,4817.49,7845.98,8068.35,8170.16,8134.52,5861.21,5994.79,7644.18,3719.21,704.98,1381.31,7961.15,5233.4,2052.83,2211.43,800.887,1526.38,7613.72,7681.21,4194.39,7975.73
farm,7229.4,7229.4,3291.39,4973.68,3763.99,633.24,4869.29,7046.54,1395.18,4327.39,4660.77,2046.4,1771.24,3167.76,356.888,3817.13,1571.45,2435.86,1937.83,2459.67,3233.08,6389.35,3111.58,5403.66,1772.89,3907.2,750.526,373.951
forest,8210.63,7513.68,7499.38,7662.52,7663.82,7648.05,7961.12,3076.12,1584.03,7017.48,5949.74,5757.58,7937.37,5595.14,1955.05,1054.41,657.784,4766.32,8210.63,7267.13,2381.95,1785,4429.99,6022.81,2990.92,7681.69,5231.26,666.445
forest,8277.69,7864,7190.2,8277.69,8248.57,3262.02,744.946,410.392,1260.06,8053.74,7981.32,384.279,582.976,4438.96,1309.34,541.236,4087.68,2452.29,7638.11,3126.9,355.84,579.566,529.21,7625.17,380.995,7388.84,1446.33,6488.33
grass,6917.6,6575.79,6387.57,5644.28,2831.46,1188.32,5826.28,1786.64,6687.51,6917.6,6814.61,1396.44,6094.87,3350.11,4705.48,1267.91,687.859,4739.51,1103.56,844.592,3892.17,4735.43,2853.78,2139.22,1122.35,6482.3,2403.15,5893.47
forest,7863.01,7579.57,3528.86,5199.59,7843.35,1070.59,1380.36,677.665,7863.01,7792.23,7853.86,803.213,3006.57,613.702,1117.01,479.086,2984.31,903.692,5167.79,5272.87,1195.95,994.179,353.74,2829.57,393.595,7124.76,5654.06,1677.81
forest,7831.94,5505.22,2694.04,6648.21,4094.02,1249.22,7347.25,7274.82,7706.44,2619.74,7696.95,7695.55,1544.89,2042.2,2007.46,6229.07,662.561,1183.26,7831.94,6658.79,1957.86,1821.36,4704.97,365.171,5483.97,7371.59,5938.44,7608.74
forest,8275.28,7476.26,5335.33,4296.97,4442.76,2346.67,6082.83,1410.13,3597.32,7282.94,1663.15,893.462,653.479,1560.57,4100.63,3458.04,600.906,1805.24,8275.28,6216.26,3903.02,4251.51,3252.97,1355.07,4863.77,5380.2,1209.77,968.122
forest,8146.62,7777.14,7927.95,4230.78,8036.6,6371.68,7593.26,938.532,8062.28,3371.39,8146.62,4147.49,973.569,4123.97,1106.38,307.421,4530.06,767.987,7766.5,4956.96,1418.23,954.376,361.767,1426.57,735.758,7278.7,7180.75,6612.32
forest,8041.99,7749.07,6976.16,7273.07,7865.68,797.988,5922.85,2848.73,1813.72,981.85,8041.99,537.742,1260.68,489.971,741.237,437.705,4373.78,1285.91,7905.68,1780.5,2739.16,3834.02,671.252,1798.38,526.303,7494.88,1531.8,7112.7
farm,6331.13,4004.69,3980.69,5244.79,5774.54,6012.14,6002.38,5081.47,501.902,1827.1,1546.95,619.858,4685.96,3915.24,2958.75,851.057,863.227,2186.25,6331.13,3282.69,2528.77,1070.26,2245.36,2550.61,1155.5,4542.64,688.634,622.13
farm,7442.48,5499.86,5830.58,748.613,5189.47,1450.5,7178.42,7442.48,1044.78,1018.5,1788.72,1119.57,4480.21,2113.96,1491.3,1642.95,1249.67,4194.95,4620.42,5254.89,4259.97,4466.86,164.658,475.784,795.981,6938.58,454.928,3873.29
forest,7797.53,5652.61,790.355,7795.92,1477.45,712.987,7797.53,7731.81,1689.35,7116.35,7592.16,822.083,493.52,2202.41,747.627,712.439,4276.61,2942.46,7582.47,1160.69,753.53,7005.38,1055.13,5755.36,999.204,7614.1,2380.21,3880.26
forest,7963.62,7770.18,7257.17,7963.62,1807.39,420.921,415.786,603.078,4486.86,787.647,3719.93,1484.79,1243.85,631.322,847.048,481.373,1705.03,1191.77,7801.2,3690.22,7933.28,3950.1,326.642,2273.71,431.746,7306.37,588.826,596.615
farm,7824.36,6524.84,6046.57,6321.53,5915.16,943.519,3388.18,284.134,7824.36,435.969,642.784,278.308,1101.98,662.863,745.319,3942.2,2366.82,2960.03,1640.06,6652.25,389.231,5952.23,337.316,2400.63,610.654,7220.99,1085.55,4358.65
forest,7441.62,7409.42,465.133,6888.38,6907.48,1717.75,5824.26,6907.32,7424.41,1096.7,7441.62,1567.08,692.516,1964.75,2274.25,1554.45,1712.81,4314.33,725.089,6311.46,1752.09,3467.98,3683.1,1426.98,1763.5,7158.92,525.968,550.287
forest,8091.37,7548.94,7839.48,4374.12,742.254,6975.78,741.389,2566.9,602.971,833.688,6664.19,1776.58,1693.87,3474.25,2622.41,343.439,1567.01,1554.88,1248.89,4443.59,8091.37,7020.28,422.221,998.981,530.536,2483.4,826.841,6392.29
forest,7926.96,6939.62,7904.16,7853.9,7715.54,1122.01,7197.87,561.256,5600.96,7476.35,3828.06,736.161,7037.36,5953.2,5104.26,7119.88,788.345,4446.02,7926.96,6185.93,4026.58,6251.2,804.439,718.04,3990.17,6402.05,3573.78,1183.87
forest,7597.21,1016.1,7595.27,6043.37,2566.68,425.433,7597.21,3077.7,2635.99,4762.82,7577.87,4606.01,929.357,993.384,713.638,498.069,3897.85,1974.6,5439.02,2761.08,814.003,7021.56,484.92,3181.49,749.849,6721.96,1038.01,1216.42
farm,7490.63,2475.02,4994.82,276.435,3609.28,867.712,5472.53,6830.09,7490.63,5129.72,1125.34,1285.6,2732.09,3256.45,1151.98,159.301,1351.49,2147.59,1909.96,5214.51,5426.6,3499.46,2358.73,6022.73,3595.86,5330.99,620.211,2888.04
impervious,2153.64,743.496,898.366,426.822,387.778,476.316,387.967,833.233,292.115,511.409,384.128,608.576,1793.03,1549.02,2153.64,2122.42,1174.92,1588.17,394.852,1415.49,396.238,352.534,1608.89,715.089,397.842,249.164,657.743,462.777
forest,7879.12,7370,6860.29,1753.3,5785.06,2243.82,6746.07,6962.67,7668.4,7739.1,7647.88,534.991,855.697,5952.38,3465.85,6125.56,529.8,5392.12,7879.12,6738.42,3340.17,5393.12,5693.32,1418.56,6860.93,7173.66,2105.29,487.997
forest,8011.43,7552.27,8011.43,5634.03,7547.6,7696.35,7847.74,3860.02,6246.31,4213.06,7309.97,3929.29,7847.88,6506.13,5573.07,7098.77,1047.41,1317.09,1875.66,3834.8,3399.85,809.966,2889.16,307.876,5347.28,7476.32,7316.16,5019.9
farm,7122.55,6717.31,5899.77,670.757,6124.09,646.187,6577.41,4428.86,4446.62,2066.06,7122.55,1105.46,1271.8,2329.37,4978.11,2247.25,883.564,6436.96,6975.66,6742.49,6619.35,937.674,474.536,1196.98,411.907,6231.23,2015.21,3312.04
forest,7279.17,7014.06,7025.08,4669.21,6518.04,3028.64,7279.17,695.729,5101.19,4260.31,6482.13,5115.7,675.902,742.248,719.636,490.869,5192.61,1253.28,6305.26,940.222,4164.66,2431.23,656.359,779.984,1044.62,5061.34,1425.24,4324.36
forest,7792.84,7792.84,516.108,4727.6,4542.7,1560.11,6646.42,988.4,2125.15,717.768,6432.63,1438.2,2197.65,3069.68,2383.16,4697.4,1470.98,6837.1,1855.15,6110.76,6689.5,3165.49,3286.28,1263.58,472.602,6606.05,406.14,5922.64
forest,8040.3,7576.9,1154.58,332.853,1958.59,217.247,7740,3163.47,1371.93,1828.02,8040.3,1205.31,392.388,306.331,2680.23,832.912,2175.4,5089.07,789.242,1290.8,1056.27,2378.17,2987.36,833.404,292.921,7661.77,584.313,1343.28
impervious,2768.79,2768.79,1847.4,548.539,1896.19,1773.74,1883.42,1801.24,501.853,1670.8,2192.58,364.179,961.506,1010.31,671.951,1003.61,880.276,1954.73,2327.52,2088.66,1692.72,1628.76,410.687,354.899,286.322,1514.27,1723.38,2068.65
forest,7908.27,1041.25,7473.83,5586.1,6838.72,6782.37,7163.63,2095.97,3854.51,7586.58,7170.02,510.734,7908.27,1226.01,7233.44,497.859,514.834,1338.45,7029.68,216.567,1146.57,768.917,1471.23,5281.79,4357.78,7256.38,7004.44,3945.52
impervious,4288.19,2173.48,713.327,1105.73,3755.09,3517.99,3868.9,3311.31,2585.42,2918.63,3190.23,140.557,2726.2,358.37,1674.35,3581.28,484.288,738.698,4288.19,2985.12,3080.13,718.609,314.392,778.098,329.819,3155.27,2048.54,465.268
impervious,2555.47,1311.51,1201.16,846.261,583.49,1638.67,980.508,1100.48,1027.37,286.078,666.496,644.519,2242.43,1507.01,1295.34,1240.87,754.787,2001.45,962.513,2160.85,1521.42,859.329,1241.52,1485.38,702.907,961.93,2555.47,464.577
forest,8215.53,7980.94,8215.53,8045.15,7600.33,7686.46,4553.34,1544.96,8186.7,6666.48,7148.08,802.555,5802.74,6429.42,1645.79,2664.78,2053.37,4748.31,5446.68,3367.11,3793.69,433.357,707.348,2395.51,6230.63,7773.44,4640.76,5835.45
forest,7829.41,2539.59,4313.5,7829.41,7690.63,247.085,1119.69,412.441,7090.79,529.98,501.045,372.786,1385.58,254.268,875.869,408.297,1210.9,1380.19,775.062,1488.29,5898.56,567.447,361.427,7092.94,330.367,6634.76,343.263,341.968
forest,7989.63,7656.88,3963.4,7989.63,7855.94,6876.84,7689.28,168.6,6750.29,7654.16,7315.3,985.481,1544.51,2067.51,1408.94,346.664,3024.63,2155.42,2101.89,7202.14,577.104,1525.24,519.155,7350.44,999.4,7089.6,7318.17,968.681
forest,7859.6,2399.22,7859.6,6195.01,7423.74,7339.65,7073.21,1362.13,7369.88,6468.68,6884.6,740.529,7632.97,6435.54,2155.06,1396.92,1803.04,4249.09,7098.42,3065.08,3467.03,480.548,783.584,2934.55,2573.95,7127.27,4903.46,2386.75
forest,8520.39,7664.86,8389.06,8337.7,4846.94,6602.94,7222.71,2158.36,7508.67,7818.5,6539.11,1380.05,7760.56,978.859,8520.39,5894.34,668.726,2341.73,8118.05,6635.29,3750.11,1909.57,6683.97,1661.9,6554.16,7045.58,5818.33,6398.32
forest,8052.5,7774.45,7797.81,7038.24,7326.63,7324.31,7496.78,6144.2,6582.44,7503.5,7558.5,2311.14,2360.16,4624.19,2035.76,6610.66,653.002,1098.91,8052.5,439.195,2748.58,708.407,4180.55,2457.72,935.417,7524.03,7457,813.278
impervious,3001.81,1268.16,1414.27,578.665,1411.57,1122.24,1031.38,2208.82,815.94,905.255,962.661,3001.81,1491.47,2669.81,2454.58,2443.71,929.188,2482.58,1208.75,2191.75,1406.7,1395.63,1084.18,2122.4,2223.06,2365.67,1356.82,2265.12
farm,7399.55,3068.68,4225.58,2674.11,3850.54,1493.66,7027.73,4993.49,7010.34,2952.58,3633.32,542.312,1093.97,1478.59,642.204,479.045,694.878,2360.4,2455.26,3313.2,3748.01,4374.45,2686.17,2441.22,1175.75,7399.55,1081.99,3287.72
